institution,region,institution_size,avg_salary,regional_salary,age,gender,tenure_years,performance_grade,workload_level,flexible_work,quarter,overtime_hours,vacation_usage_rate,commute_time,burnout_risk_score,burnout_risk_level,quit_probability,expected_total_tenure
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,38,F,11,A,high,N,2024Q2,27,0.27,12,85,high,0.5,14
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,27,F,4,B,medium,N,2024Q3,11,0.97,29,25,low,0.43,10
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,48,F,4,B,low,Y,2024Q1,4,0.85,34,0,low,0.28,11
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,36,M,3,C,medium,N,2024Q2,11,0.56,18,35,medium,0.55,8
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,56,F,4,A,medium,Y,2024Q1,9,0.61,32,15,low,0.28,13
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,31,F,8,B,medium,N,2024Q1,11,0.7,34,25,low,0.43,14
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,31,F,6,B,high,N,2024Q4,28,0.4,22,75,high,0.6,7
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,36,M,5,B,medium,N,2024Q4,13,0.7,22,25,low,0.43,11
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,37,M,2,C,high,Y,2024Q3,22,0.86,37,42,medium,0.67,3
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,48,M,5,C,medium,Y,2024Q1,7,0.59,18,25,low,0.45,12
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,41,F,10,B,medium,Y,2024Q1,7,0.76,23,15,low,0.25,17
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,27,F,4,B,medium,N,2024Q3,17,0.49,32,47,medium,0.47,9
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,33,F,4,C,low,Y,2024Q1,1,1.0,18,0,low,0.38,11
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,24,M,2,B,medium,Y,2024Q2,14,0.57,21,25,low,0.47,9
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,37,F,6,B,low,Y,2024Q4,0,0.83,34,0,low,0.28,13
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,45,M,2,A,medium,Y,2024Q2,10,0.76,23,15,low,0.4,11
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,24,M,2,A,medium,Y,2024Q3,15,0.78,27,27,low,0.42,11
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,35,M,2,B,high,Y,2024Q3,17,0.69,41,42,medium,0.57,6
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,30,M,2,A,low,Y,2024Q1,3,0.83,19,0,low,0.35,11
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,31,M,9,C,medium,N,2024Q3,10,0.59,14,35,medium,0.55,14
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,25,M,3,C,low,Y,2024Q4,4,0.78,40,0,low,0.38,10
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,24,F,2,C,medium,Y,2024Q3,9,0.89,37,15,low,0.55,9
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,39,M,3,B,medium,N,2024Q4,10,0.66,27,25,low,0.43,9
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,34,F,2,B,medium,N,2024Q2,9,0.66,40,25,low,0.55,8
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,24,M,2,B,low,N,2024Q1,3,0.89,38,10,low,0.5,8
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,41,M,2,B,high,Y,2024Q1,24,0.48,53,57,medium,0.59,6
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,57,F,4,A,medium,Y,2024Q4,6,0.72,29,15,low,0.28,13
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,43,M,0,C,low,Y,2024Q2,1,0.79,27,0,low,0.5,7
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,34,M,7,C,medium,N,2024Q3,16,0.8,23,37,medium,0.55,12
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,38,F,16,A,medium,Y,2024Q4,9,0.73,24,15,low,0.2,27
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,42,F,2,A,high,N,2024Q4,19,0.4,38,62,medium,0.64,4
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,28,M,5,B,medium,N,2024Q3,15,0.66,42,37,medium,0.45,10
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,39,F,2,B,medium,N,2024Q1,5,0.59,47,35,medium,0.57,7
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,24,F,2,A,medium,N,2024Q4,11,0.56,27,35,medium,0.52,9
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,43,F,6,B,medium,Y,2024Q4,7,0.87,28,15,low,0.33,13
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,47,M,4,C,medium,N,2024Q2,12,0.67,25,25,low,0.53,10
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,34,M,5,B,medium,N,2024Q1,20,0.77,27,37,medium,0.45,10
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,29,M,7,C,low,Y,2024Q3,2,0.78,30,0,low,0.38,14
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,55,M,3,C,medium,N,2024Q4,5,0.74,30,25,low,0.53,9
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,57,F,3,B,medium,Y,2024Q2,15,0.62,16,27,low,0.35,10
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,25,M,3,C,low,Y,2024Q3,2,1.0,20,0,low,0.38,10
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,22,F,0,B,high,N,2024Q1,32,0.28,28,90,high,0.75,1
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,23,M,1,B,medium,Y,2024Q3,7,0.76,20,15,low,0.45,8
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,41,F,8,B,medium,Y,2024Q3,7,0.67,34,15,low,0.33,15
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,36,F,10,A,high,N,2024Q2,29,0.43,24,75,high,0.47,13
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,43,M,3,A,medium,Y,2024Q1,4,0.83,24,15,low,0.28,12
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,34,M,8,B,medium,Y,2024Q1,7,0.67,27,15,low,0.33,15
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,32,M,2,B,medium,N,2024Q1,15,0.71,36,37,medium,0.57,7
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,29,M,7,B,high,N,2024Q4,19,0.42,43,62,medium,0.57,10
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,39,M,12,A,medium,N,2024Q4,7,0.71,31,25,low,0.3,20
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,32,F,2,C,low,N,2024Q2,7,0.7,21,10,low,0.6,5
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,53,M,7,B,low,Y,2024Q4,0,0.8,42,0,low,0.28,14
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,30,F,2,B,medium,N,2024Q3,5,0.75,19,25,low,0.55,8
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,26,F,4,A,low,Y,2024Q3,0,0.92,27,0,low,0.23,13
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,44,F,9,B,medium,Y,2024Q2,8,0.73,30,15,low,0.33,16
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,26,F,4,A,medium,N,2024Q4,6,0.78,43,25,low,0.38,12
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,59,F,13,A,high,N,2024Q2,12,0.18,14,60,medium,0.45,18
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,32,M,9,B,low,N,2024Q1,4,0.85,23,10,low,0.38,15
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,40,F,1,B,medium,N,2024Q3,9,0.6,31,25,low,0.55,7
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,40,M,5,B,medium,Y,2024Q4,4,0.66,38,15,low,0.33,12
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,23,F,1,B,medium,Y,2024Q2,12,0.73,33,15,low,0.45,8
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,45,M,8,B,high,N,2024Q1,25,0.2,10,85,high,0.63,9
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,32,F,5,A,high,N,2024Q2,36,0.41,34,75,high,0.55,8
한국국토정보공사,전라북도,4566.0,80871.0,83951.55,36,F,5,B,medium,Y,2024Q4,4,0.74,25,15,low,0.33,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,32,M,3,B,low,Y,2024Q4,0,0.84,54,5,low,0.28,10
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,34,F,7,B,medium,N,2024Q3,11,0.82,31,25,low,0.43,13
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,41,F,2,B,medium,N,2024Q4,17,0.65,21,37,medium,0.57,7
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,57,M,2,C,high,N,2024Q3,28,0.48,64,80,high,0.82,3
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,46,F,9,C,low,Y,2024Q3,0,0.94,44,0,low,0.38,16
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,37,F,6,B,low,N,2024Q1,6,0.89,47,10,low,0.38,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,41,F,2,A,medium,N,2024Q2,13,0.62,20,25,low,0.5,10
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,45,M,3,C,medium,N,2024Q1,11,0.69,36,25,low,0.53,9
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,37,M,5,B,medium,Y,2024Q1,11,0.66,40,15,low,0.33,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,39,F,1,B,low,N,2024Q4,3,0.84,44,10,low,0.5,7
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,28,M,6,B,medium,Y,2024Q3,15,0.58,55,42,medium,0.37,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,41,F,3,A,low,Y,2024Q3,1,0.83,43,0,low,0.23,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,23,F,1,B,high,N,2024Q2,22,0.42,36,67,high,0.69,2
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,40,M,11,C,high,N,2024Q3,31,0.5,41,75,high,0.62,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,44,M,11,B,medium,N,2024Q3,11,0.75,40,25,low,0.35,17
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,45,M,1,B,high,N,2024Q4,31,0.28,49,90,high,0.75,2
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,42,F,8,C,medium,N,2024Q3,13,0.63,60,30,low,0.53,14
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,36,M,6,C,medium,N,2024Q2,19,0.69,48,37,medium,0.55,11
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,35,M,5,B,medium,Y,2024Q3,11,0.7,67,20,low,0.33,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,23,M,1,B,low,Y,2024Q3,4,0.9,43,0,low,0.4,8
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,27,M,5,B,medium,N,2024Q3,9,0.66,46,25,low,0.43,11
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,25,M,3,A,medium,Y,2024Q2,0,0.7,64,20,low,0.28,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,28,F,4,A,high,Y,2024Q1,27,0.45,51,70,high,0.45,8
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,36,F,11,A,low,N,2024Q1,5,0.8,60,15,low,0.25,19
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,49,M,3,C,low,N,2024Q1,5,0.77,52,15,low,0.48,9
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,36,M,4,B,high,N,2024Q1,23,0.4,50,77,high,0.6,5
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,36,M,4,B,medium,Y,2024Q1,0,0.58,40,25,low,0.35,11
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,29,F,6,B,medium,N,2024Q4,14,0.74,50,30,low,0.43,12
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,45,M,4,A,high,N,2024Q1,32,0.38,30,85,high,0.58,7
한국기상산업기술원,대전광역시,162.0,56135.0,58301.54,27,F,5,B,low,Y,2024Q1,2,0.79,43,0,low,0.28,12
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,38,M,1,C,medium,Y,2024Q3,10,0.64,22,15,low,0.44,8
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,55,M,3,C,medium,N,2024Q4,14,0.61,27,25,low,0.42,9
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,41,M,4,C,medium,N,2024Q2,11,0.68,34,25,low,0.42,10
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,52,F,8,B,medium,Y,2024Q3,12,0.72,44,15,low,0.22,15
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,37,F,6,C,medium,Y,2024Q3,8,0.77,19,15,low,0.32,13
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,34,F,12,B,low,Y,2024Q1,2,0.85,54,5,low,0.09,21
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,55,M,5,B,medium,Y,2024Q2,5,0.82,40,15,low,0.22,12
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,44,M,1,B,medium,Y,2024Q4,10,0.64,17,15,low,0.34,8
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,33,M,8,B,low,N,2024Q2,7,0.77,24,10,low,0.27,14
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,31,F,4,B,low,Y,2024Q2,1,0.91,23,0,low,0.17,13
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,32,F,3,B,low,N,2024Q1,6,0.82,36,10,low,0.27,9
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,33,M,1,B,medium,Y,2024Q1,11,0.58,42,25,low,0.36,8
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,24,F,2,A,high,N,2024Q2,32,0.28,31,85,high,0.59,5
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,39,F,5,A,medium,N,2024Q3,15,0.61,36,37,medium,0.29,12
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,41,F,6,C,medium,N,2024Q4,6,0.67,34,25,low,0.42,12
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,28,F,6,B,high,N,2024Q2,17,0.46,38,62,medium,0.46,9
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,25,M,3,B,medium,N,2024Q1,4,0.67,34,25,low,0.32,9
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,35,M,4,C,low,Y,2024Q3,4,0.9,53,5,low,0.27,11
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,39,M,3,C,medium,Y,2024Q1,9,0.72,54,20,low,0.32,10
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,40,M,8,C,medium,Y,2024Q3,3,0.76,21,15,low,0.32,15
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,28,M,6,A,medium,N,2024Q4,5,0.79,29,25,low,0.27,14
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,44,M,9,B,high,Y,2024Q1,20,0.61,33,42,medium,0.34,13
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,53,M,7,B,medium,N,2024Q3,5,0.54,31,35,medium,0.34,12
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,22,F,0,A,low,Y,2024Q3,2,0.95,41,0,low,0.24,9
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,31,M,4,B,medium,N,2024Q1,12,0.79,42,25,low,0.32,10
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,23,M,1,A,low,Y,2024Q3,1,0.98,16,0,low,0.24,10
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,25,M,1,C,medium,Y,2024Q4,13,0.69,34,15,low,0.44,8
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,43,F,14,A,low,N,2024Q3,5,0.85,38,10,low,0.14,24
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,55,F,13,B,medium,N,2024Q2,11,0.72,26,25,low,0.24,19
한국기술교육대학교,충청남도,638.6,80771.0,70417.82,58,F,2,B,medium,N,2024Q1,16,0.63,25,37,medium,0.46,7
한국나노기술원,경기도,89.5,108440.0,95218.25,38,M,14,B,medium,N,2024Q3,20,0.8,42,37,medium,0.26,19
한국나노기술원,경기도,89.5,108440.0,95218.25,25,M,2,A,low,N,2024Q1,2,0.74,44,10,low,0.34,10
한국나노기술원,경기도,89.5,108440.0,95218.25,38,M,6,B,medium,Y,2024Q1,5,0.73,48,15,low,0.22,13
한국나노기술원,경기도,89.5,108440.0,95218.25,40,F,3,B,high,Y,2024Q1,16,0.51,47,52,medium,0.36,7
한국나노기술원,경기도,89.5,108440.0,95218.25,51,M,14,B,medium,Y,2024Q3,9,0.7,73,25,low,0.16,23
한국나노기술원,경기도,89.5,108440.0,95218.25,48,F,2,C,medium,Y,2024Q3,4,0.64,77,25,low,0.46,9
한국나노기술원,경기도,89.5,108440.0,95218.25,46,M,7,B,medium,Y,2024Q4,10,0.81,67,20,low,0.22,14
한국나노기술원,경기도,89.5,108440.0,95218.25,28,F,6,B,medium,N,2024Q1,14,0.81,73,35,medium,0.34,11
한국나노기술원,경기도,89.5,108440.0,95218.25,47,F,0,B,medium,N,2024Q2,14,0.73,58,30,low,0.44,6
한국나노기술원,경기도,89.5,108440.0,95218.25,30,M,3,B,medium,Y,2024Q1,8,0.8,56,20,low,0.22,10
한국나노기술원,경기도,89.5,108440.0,95218.25,27,F,5,B,medium,N,2024Q2,16,0.68,38,37,medium,0.34,10
한국나노기술원,경기도,89.5,108440.0,95218.25,30,M,4,A,medium,N,2024Q3,17,0.75,56,42,medium,0.29,11
한국나노기술원,경기도,89.5,108440.0,95218.25,47,F,3,B,high,Y,2024Q3,28,0.53,60,70,high,0.39,5
한국나노기술원,경기도,89.5,108440.0,95218.25,47,F,6,A,medium,N,2024Q4,6,0.5,54,40,medium,0.29,13
한국나노기술원,경기도,89.5,108440.0,95218.25,59,M,10,A,medium,N,2024Q2,17,0.82,76,47,medium,0.23,17
한국나노기술원,경기도,89.5,108440.0,95218.25,40,F,4,B,medium,Y,2024Q1,13,0.59,57,30,low,0.24,11
한국나노기술원,경기도,89.5,108440.0,95218.25,46,M,8,B,medium,N,2024Q3,5,0.68,78,35,medium,0.34,13
한국나노기술원,경기도,89.5,108440.0,95218.25,33,M,8,B,low,N,2024Q3,5,0.94,71,20,low,0.29,14
한국나노기술원,경기도,89.5,108440.0,95218.25,37,M,6,B,medium,N,2024Q4,11,0.68,66,30,low,0.32,12
한국나노기술원,경기도,89.5,108440.0,95218.25,31,F,9,A,medium,Y,2024Q1,9,0.81,54,20,low,0.17,20
한국나노기술원,경기도,89.5,108440.0,95218.25,27,F,1,B,high,Y,2024Q4,26,0.38,66,85,high,0.54,3
한국나노기술원,경기도,89.5,108440.0,95218.25,47,F,14,B,medium,N,2024Q1,4,0.76,52,30,low,0.24,20
한국나노기술원,경기도,89.5,108440.0,95218.25,48,F,6,C,medium,N,2024Q4,8,0.52,45,35,medium,0.44,11
한국나노기술원,경기도,89.5,108440.0,95218.25,45,F,7,B,high,Y,2024Q4,17,0.7,55,47,medium,0.34,11
한국나노기술원,경기도,89.5,108440.0,95218.25,36,M,8,A,low,N,2024Q1,3,0.85,53,15,low,0.22,16
한국나노기술원,경기도,89.5,108440.0,95218.25,44,M,6,B,high,N,2024Q4,17,0.36,21,72,high,0.49,7
한국나노기술원,경기도,89.5,108440.0,95218.25,37,F,7,A,low,N,2024Q4,1,0.9,65,15,low,0.22,15
한국나노기술원,경기도,89.5,108440.0,95218.25,36,F,2,B,high,N,2024Q1,11,0.34,67,65,high,0.59,3
한국나노기술원,경기도,89.5,108440.0,95218.25,49,M,26,B,medium,N,2024Q1,11,0.6,68,30,low,0.24,30
한국나노기술원,경기도,89.5,108440.0,95218.25,36,M,4,B,medium,N,2024Q2,11,0.66,68,30,low,0.32,10
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,23,M,1,B,low,Y,2024Q3,0,0.71,27,0,low,0.29,8
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,28,F,3,B,low,Y,2024Q1,2,0.94,20,0,low,0.17,12
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,35,M,3,B,high,N,2024Q4,17,0.37,37,72,high,0.49,4
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,41,M,5,B,medium,N,2024Q1,14,0.85,52,30,low,0.32,11
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,28,M,2,B,medium,N,2024Q1,21,0.66,29,37,medium,0.46,7
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,45,M,3,B,medium,Y,2024Q2,9,0.69,22,15,low,0.22,10
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,49,M,7,C,medium,N,2024Q3,8,0.88,28,25,low,0.42,13
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,32,M,3,B,low,N,2024Q1,4,0.75,21,10,low,0.27,9
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,54,M,1,C,medium,Y,2024Q4,8,0.83,49,15,low,0.44,8
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,30,F,7,B,high,N,2024Q1,24,0.63,34,52,medium,0.44,10
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,32,F,1,C,medium,N,2024Q2,10,0.78,31,25,low,0.54,7
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,41,F,8,B,high,N,2024Q1,20,0.26,26,72,high,0.49,9
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,43,M,3,B,high,N,2024Q3,19,0.64,37,52,medium,0.44,6
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,32,F,2,C,high,N,2024Q4,23,0.39,27,72,high,0.71,3
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,31,M,9,C,low,N,2024Q4,4,0.79,26,10,low,0.37,15
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,39,M,8,B,medium,N,2024Q4,10,0.56,17,35,medium,0.34,13
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,31,M,5,B,low,Y,2024Q3,0,1.0,16,0,low,0.17,14
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,44,F,3,B,high,Y,2024Q3,21,0.62,32,42,medium,0.34,7
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,38,M,13,B,low,Y,2024Q2,5,1.0,52,5,low,0.09,22
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,45,F,4,C,high,Y,2024Q4,23,0.62,36,42,medium,0.44,8
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,32,M,3,B,low,Y,2024Q1,4,0.86,22,0,low,0.17,12
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,35,M,7,B,medium,Y,2024Q4,11,0.62,27,15,low,0.22,14
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,24,M,1,C,medium,N,2024Q1,18,0.61,15,37,medium,0.56,6
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,25,F,2,C,low,N,2024Q1,3,0.81,36,10,low,0.49,8
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,29,F,3,B,medium,N,2024Q3,7,0.52,31,35,medium,0.34,8
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,43,F,2,A,medium,N,2024Q3,14,0.71,42,25,low,0.39,10
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,45,F,10,B,low,N,2024Q1,4,0.76,39,10,low,0.19,18
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,35,M,0,C,medium,N,2024Q1,16,0.72,22,37,medium,0.56,5
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,58,F,8,A,medium,Y,2024Q2,4,0.87,31,15,low,0.17,19
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,33,M,0,B,high,N,2024Q1,29,0.5,28,80,high,0.61,1
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,31,F,3,C,medium,Y,2024Q3,13,0.69,10,15,low,0.32,10
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,48,M,11,B,medium,Y,2024Q1,8,0.67,30,15,low,0.14,20
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,36,F,4,C,low,Y,2024Q4,2,0.8,44,0,low,0.27,11
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,24,F,1,C,low,N,2024Q2,5,0.66,36,10,low,0.49,7
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,26,F,4,B,medium,N,2024Q3,11,0.66,30,25,low,0.32,10
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,35,F,9,B,medium,N,2024Q4,11,0.79,55,30,low,0.32,15
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,35,F,10,B,medium,Y,2024Q4,0,0.71,25,15,low,0.14,19
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,22,F,0,A,medium,N,2024Q3,11,0.78,44,25,low,0.39,8
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,39,M,4,B,low,Y,2024Q2,2,0.91,24,0,low,0.17,13
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,53,F,4,A,medium,N,2024Q2,10,0.68,25,25,low,0.27,12
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,32,M,7,A,medium,N,2024Q3,12,0.66,31,25,low,0.27,15
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,32,F,4,B,medium,N,2024Q3,12,0.66,15,25,low,0.32,10
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,49,F,4,B,medium,N,2024Q3,16,0.57,27,47,medium,0.36,9
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,29,F,3,B,medium,Y,2024Q2,16,0.66,30,27,low,0.24,10
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,27,M,5,B,medium,N,2024Q2,5,0.73,45,25,low,0.32,11
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,47,F,4,B,medium,Y,2024Q2,9,0.83,51,20,low,0.22,11
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,32,M,1,B,medium,Y,2024Q3,8,0.66,29,15,low,0.34,8
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,36,M,3,B,low,Y,2024Q4,3,0.99,50,5,low,0.17,12
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,47,M,4,C,high,N,2024Q1,17,0.55,21,62,medium,0.56,7
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,41,F,10,B,low,N,2024Q2,7,0.81,32,10,low,0.19,18
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,36,F,12,C,medium,N,2024Q2,15,0.68,34,37,medium,0.36,17
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,28,F,2,B,low,N,2024Q4,2,0.74,19,10,low,0.39,8
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,33,F,1,B,medium,N,2024Q1,10,0.58,22,35,medium,0.46,6
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,55,F,5,B,medium,Y,2024Q1,17,0.8,18,27,low,0.24,12
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,46,M,3,B,medium,N,2024Q1,9,0.67,27,25,low,0.32,9
한국남동발전(주),경상남도,2882.0,96484.0,92903.27,24,F,2,A,medium,Y,2024Q1,7,0.69,45,15,low,0.29,11
